flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_duration_of_event_seconds,p14_terrain_elevation_at_start_of_event_ft,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2423652,26/10/2018 2:58,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40823303,Airborne Speed High,Level 2,Not a False Positive,558,580,2,1870.859375,0,4.91E-04,0.062686199,0,5,-0.642573953,5.061244449,0
2423841,25/10/2018 22:39,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40823521,Airborne Speed High,Level 2,Not a False Positive,660,680,0,9.491603851,0,0.004196167,0.043241331,0,1,-1.194254041,0.96558344,0
2424000,26/10/2018 4:32,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40823215,Airborne Speed High,Level 2,Not a False Positive,797,817,0,364.4573059,2,-9.54E-05,0.046987939,0,5,-1.286268234,5.156261341,0
2424859,28/10/2018 3:08,VH-VXP,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40822711,Airspeed Low Relative to Stall Speed,Level 2,Not a False Positive,2664,2687,3,313.3202057,0,4.28E-04,0.030257609,0,0,-1.102259159,0.004750851,0
2425087,28/10/2018 8:19,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40822663,Thrust reversers delayed during landing,Level 2,Not a False Positive,5728.75,5810,61.25,412.8329315,0,2.10E-04,0.029383586,0,30,4.200733662,30.01958974,0
2425136,28/10/2018 9:28,VH-VZH,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40822608,Airborne Speed High,Level 2,Not a False Positive,844,864,0,366.9819031,2,0.001335144,0.039485245,0,5,-0.918327272,5.061244449,0
2425910,28/10/2018 23:23,VH-VXK,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40822278,Airborne Speed High,Level 2,Not a False Positive,445,467,2,9.225031853,2,0.002601498,0.043641411,0,5,-0.550694644,5.132507118,0
2425978,28/10/2018 21:44,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YPDN,40822580,Deep Touchdown,Level 2,Not a False Positive,15654.75,15674.75,0,89.62156105,0,-9.54E-05,0.030213879,0,30,4.790556908,30.29791005,0
2427956,29/10/2018 22:20,VH-VXH,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40821703,Thrust reversers delayed during landing,Level 2,Not a False Positive,5180,5261,61,11.28901863,4,-1.35E-04,0.024491296,0,30,4.10985136,30.01958974,0
2429059,30/10/2018 22:41,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40821207,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4463,4485,2,21.28839111,0,0.002601498,0.018843155,0,30,3.928011894,29.980498,0
2429108,30/10/2018 23:25,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40821400,Airborne Speed High,Level 2,Not a False Positive,496,518,2,9.519265175,4,-0.003026743,0.053282369,0,5,-0.642573953,5.156261341,0
2429328,31/10/2018 3:41,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40820991,High Vertical Acceleration at landing,Level 2,Not a False Positive,4414.5,4440.5,6,407.7230835,0,-4.36E-04,0.020872534,0,40,3.928011894,40,0
2429463,31/10/2018 6:30,VH-VYI,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40820894,Airborne Speed High,Level 2,Not a False Positive,720,740,0,1870.948242,0,-9.54E-05,0.055784183,0,1,-1.194254041,1.016927768,0
2429778,10/10/2018 2:21,VH-VZI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40820763,Airborne Speed High,Level 2,Not a False Positive,856,877,1,13.64040852,6,-1.54E-04,0.033899315,0,5,-0.826390207,5.061244449,0
2429797,30/09/2018 4:53,VH-VZI,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40821055,Airborne Speed High,Level 2,Not a False Positive,580,600,0,80.19817352,0,-9.54E-05,0.044017205,0,5,-1.286268234,5.061244449,0
2430408,1/11/2018 4:44,VH-VZB,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40820109,Thrust reversers delayed during landing,Level 2,Not a False Positive,4428,4509.5,61.5,12.67111015,2,8.20E-05,0.022721432,0,30,1.740059972,30.07818349,0
2430519,1/11/2018 7:08,VH-VZG,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40820079,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,2533,4034.25,1481.25,0,2,-2.50E-05,0.014352081,0,0,-1.470354557,0.004750851,1
2430572,1/11/2018 4:56,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40820316,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,456.5,476.5,0,53.650774,0,6.20E-04,0.039748471,0,1,-0.918327272,1.001122769,0
2430623,1/11/2018 9:15,VH-VZC,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40819962,Airborne Speed High,Level 2,Not a False Positive,642,662,0,10.56405449,0,-0.001525879,0.041594752,0,1,-0.734472454,0.99408856,0
2431037,2/11/2018 2:12,VH-VYH,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40819657,Approach Speed High Below 50 ft AGL (Vref),Level 2,Bad Parameter: Bad Sensor on Airplane,3736,3758,2,342.346405,2,0.82010363,0.012863891,0,30,4.10985136,30.25396474,1
2431061,2/11/2018 2:31,VH-VXL,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40819526,Rotation Speed High,Level 2,Not a False Positive,738.5,758.5,0,381.3501892,0,2.62E-04,0.029772534,0,5,-1.194254041,4.951231157,0
2431399,2/11/2018 6:01,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40819491,Airborne Speed High,Level 2,Not a False Positive,517,538,1,395.9691772,2,5.55E-04,0.035593096,0,5,-0.642573953,5.203769787,0
2431459,2/11/2018 7:03,VH-VXS,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40819582,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,5609,5630,1,-15.77575588,4,5.55E-04,0.00535361,0,0,-0.275172263,0.014252555,0
2431473,2/11/2018 7:06,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40819553,Airborne Speed High,Level 2,Not a False Positive,788,808,0,397.9989014,9,-9.54E-05,0.050983143,0,5,-0.826390207,5.180015564,0
2431550,2/11/2018 10:01,VH-VYA,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40819367,Airborne Speed High,Level 2,Not a False Positive,1076,1096,0,397.515686,2,-0.001525879,0.042927807,0,5,-0.826390207,5.203769787,0
2431576,2/11/2018 8:19,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YPPH,YSCB,40819736,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,6611,12631,6000,0,2,-1.12E-05,0.00745505,0,0,-0.458834648,0.004750851,1
2431576,2/11/2018 8:19,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YPPH,YSCB,40819738,GPWS: Don't Sink,Level 2,Bad Parameter: Bad Sensor on Airplane,12313,12342,9,3286.13208,2,7.10E-05,0.003131825,0,5,0.275354236,4.979736225,1
2431580,2/11/2018 10:29,VH-VYB,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40819414,Airborne Speed High,Level 2,Not a False Positive,529,549,0,11.41699886,2,0.001335144,0.034654351,0,1,0.183647752,1.012420556,0
2431585,2/11/2018 11:09,VH-XZE,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40819389,Rotation Speed High,Level 2,Not a False Positive,1139.75,1159.75,0,9.369465351,15,0.001335144,0.041852716,0,5,-1.010283589,5.114691451,0
2431585,2/11/2018 11:09,VH-XZE,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40819390,Airborne Speed High,Level 2,Not a False Positive,1147,1168,1,12.05834961,15,5.55E-04,0.051182544,0,5,-1.010283589,5.108752895,0
2431628,2/11/2018 7:04,VH-VZF,737-800,QFA - 737-800 (1024 wps),YMML,WADD,40819660,Deep Touchdown,Level 2,Not a False Positive,21864,21884,0,9.668602943,0,-0.001525879,0.025142686,0,30,11.59096527,29.980498,0
2431833,3/11/2018 0:16,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40819331,Rotation Speed High,Level 2,Not a False Positive,534.75,554.75,0,12.44080281,2,-5.96E-06,0.055365052,0,1,-0.091586694,1.021435028,0
2431833,3/11/2018 0:16,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40819332,Airborne Speed High,Level 2,Not a False Positive,541,563,2,12.77738571,2,5.12E-05,0.049927691,0,1,-0.091586694,1.021435028,0
2431854,3/11/2018 1:51,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMML,YMHB,40819152,GPWS: Sink Rate,Level 2,Not a False Positive,4136,4158,2,15.84752655,0,-2.13E-04,0.012085074,0,30,4.291615963,29.95120112,0
2431994,2/11/2018 23:31,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40819182,GPWS: Windshear Warning,Level 2,Not a False Positive,10668,10691,3,23.13887024,2,-2.70E-04,0.019505687,0,30,3.746097088,30.07818349,0
2431997,3/11/2018 3:10,VH-VZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40819281,Airborne Speed High,Level 2,Not a False Positive,483,504,1,30.10617638,0,-1.54E-04,0.01932863,0,5,-1.102259159,5.061244449,0
2432093,3/11/2018 11:24,VH-VXL,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40819001,Deep Touchdown,Level 2,Not a False Positive,4854,4874,0,399.4173889,0,0.001335144,0.036588303,0,30,4.200743198,29.92190425,0
2432446,4/11/2018 3:07,VH-VXE,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40818904,Airborne Speed High,Level 2,Not a False Positive,463,483,0,1778.942871,2,-9.54E-05,0.037035694,0,5,0.458709747,4.965483691,0
2432509,4/11/2018 5:49,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40818755,Airborne Speed High,Level 2,Not a False Positive,932,952,0,13.50950623,0,-9.54E-05,0.028794312,0,5,-0.458834648,5.156261341,0
2432573,4/11/2018 5:08,VH-VZD,737-800,QFA - 737-800 (1024 wps),YPDN,YPPH,40818866,Pitch Rate Low during Rotation,Level 2,Not a False Positive,432.75,456.75,4,84.67001724,0,-3.26E-04,0.035501642,0,15,-1.562426805,15.52738698,0
2432611,4/11/2018 8:30,VH-VZB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40818716,Climb Speed High,Level 2,Not a False Positive,1017,1040,3,-32.27875137,0,-9.68E-04,0.027043211,0,1,-0.091586694,0.98458687,0
2432673,4/11/2018 9:37,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40818705,Airborne Speed High,Level 2,Not a False Positive,497,517,0,51.47745895,0,-0.001525879,0.038498076,0,5,-1.102259159,4.993988759,0
2432811,4/11/2018 19:36,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40818698,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,5447,5480,13,-10.69727135,0,0.002432228,0.003545945,0,0,33.65470505,0,0
2433627,4/11/2018 23:53,VH-VXR,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40818402,Airborne Speed High,Level 2,Not a False Positive,1207,1227,0,11.57110214,0,-0.001525879,0.038194582,0,1,-1.470354557,0.989337715,0
2433759,5/11/2018 3:49,VH-VYB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40818367,High Rate of Descent 1000 ft HAT -> 500 HAT,Level 2,Not a False Positive,4381,4406,5,321.7058411,4,-0.001068115,0.002666771,0,30,-0.734472454,30.13677724,0
2434498,6/11/2018 2:55,VH-VZG,737-800,QFA - 737-800 (1024 wps),YBAS,YPAD,40818001,Airborne Speed High,Level 2,Not a False Positive,465,485,0,1777.531128,0,-9.54E-05,0.063772137,0,10,-1.194254041,10.30275345,0
2434752,6/11/2018 7:12,VH-VYF,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40817709,Deep Touchdown,Level 2,Not a False Positive,3929,3949,0,397.1752625,0,0.001335144,0.031065553,0,30,2.926550388,30.01958974,0
2435303,7/11/2018 1:58,VH-VXG,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40817599,Pitch Rate Low during Rotation,Level 2,Not a False Positive,662.5,686.5,4,395.4979858,4,-3.26E-04,0.031677903,0,5,-0.642573953,5.180015564,0
2435469,7/11/2018 5:09,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40817451,Airborne Speed High,Level 2,Not a False Positive,482,504,2,10.1924305,0,-2.13E-04,0.056928398,0,1,-1.562426805,1.012420556,0
2435635,7/11/2018 9:13,VH-VXA,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40817243,Airborne Speed High,Level 2,Not a False Positive,408,428,0,397.7632141,11,-0.001525879,0.03245861,0,5,-0.458834648,5.037489711,0
2435948,7/11/2018 22:30,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40817262,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,3887,3910,3,397.6312256,0,0.004614853,0.019724451,0,30,4.382470131,29.8633105,0
2435955,7/11/2018 22:50,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40817135,Airborne Speed High,Level 2,Not a False Positive,444,464,0,1869.656738,0,-0.001525879,0.030913834,0,5,-0.826390207,5.203769787,0
2435998,7/11/2018 23:00,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YBCG,40817286,Airborne Speed High,Level 2,Not a False Positive,469,489,0,395.6795654,7,0.004196167,0.027658409,0,5,-1.37830174,4.979736225,0
2436472,8/11/2018 9:35,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40816802,Deep Touchdown,Level 2,Not a False Positive,3830.75,3850.75,0,398.2911758,0,6.20E-04,0.031330787,0,30,4.471200466,30.01958974,0
2436496,8/11/2018 9:34,VH-VZA,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40816879,Airborne Speed High,Level 2,Not a False Positive,423,443,0,14.26265907,2,-0.001525879,0.023843988,0,1,-0.918327272,1.021435028,0
2437227,8/11/2018 22:52,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40816683,Airborne Speed High,Level 2,Not a False Positive,631,651,0,1871.145264,0,-0.001525879,0.04206482,0,5,-0.826390207,5.180015564,0
2437445,9/11/2018 2:43,VH-VZF,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40816636,Airborne Speed High,Level 2,Not a False Positive,465,485,0,394.0863037,6,-0.833368301,0.046423723,0,5,-0.734472454,5.061244449,0
2437522,9/11/2018 4:31,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40816458,Airborne Speed High,Level 2,Not a False Positive,632,653,1,405.5952759,4,5.55E-04,0.056980796,0,1,-1.470354557,0.989337715,0
2437977,9/11/2018 22:47,VH-VZG,737-800,QFA - 737-800 (1024 wps),YMML,YBAS,40816528,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4581,9589.5,4988.5,499.3438354,0,3.55E-05,0.008997069,0,0,-1.37830174,0.004750851,1
2437988,10/11/2018 0:10,VH-VXI,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40816080,Deep Touchdown,Level 2,Not a False Positive,4904.75,4924.75,0,397.9758148,0,-9.54E-05,0.031007558,0,30,4.291615963,30.48833974,0
2438145,10/11/2018 3:00,VH-VXG,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40816227,Rotation Speed High,Level 2,Not a False Positive,525.25,545.25,0,1765.43988,2,-9.54E-05,0.042883711,0,5,-1.37830174,5.180015564,0
2438432,10/11/2018 23:24,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40815894,Deep Touchdown,Level 2,Not a False Positive,7374.5,7394.5,0,9.802056789,12,-9.54E-05,0.033854,0,30,4.473305702,29.980498,0
2438457,11/11/2018 0:35,VH-VXG,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40815988,Airborne Speed High,Level 2,Not a False Positive,1314,1334,0,9.083836555,0,8.34E-05,0.058743402,0,1,-1.286268234,1.016927768,0
2438568,11/11/2018 3:02,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40815812,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,5741,5761,0,492.1259766,2,-9.54E-05,0.002929659,0,30,3.837063789,17.28520203,1
2438670,11/11/2018 5:34,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40815669,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,4648,4668,0,0,12,-9.54E-05,0.002239014,0,30,3.837063789,17.16801453,1
2438757,11/11/2018 7:34,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40815529,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,5355,5375,0,0,25,-0.001525879,0.010085622,0,30,3.837063789,24.10161082,1
2438825,11/11/2018 9:48,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40815458,GPWS: Too Low Gear,Level 2,Bad Parameter: Bad Sensor on Airplane,4096,4117,1,-15.4109993,4,5.55E-04,0.004508986,0,30,4.200743198,29.980498,1
2438833,11/11/2018 10:05,VH-VZC,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40815639,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,5171,5191,0,36.08923721,2,-0.001525879,0.004689571,0,30,3.837063789,23.22270457,1
2439800,12/11/2018 0:04,VH-VXE,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40815308,Airborne Speed High,Level 2,Not a False Positive,548,568,0,1869.768433,0,-5.96E-06,0.044493981,0,5,-0.458834648,4.965483691,0
2439967,11/11/2018 23:43,VH-VXG,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40815276,High Vertical Acceleration at landing,Level 3,Not a False Positive,18949,18975,6,56.27315903,0,-4.36E-04,0.010999003,0,40,3.837063789,40,0
2440164,12/11/2018 7:05,VH-VXN,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40815169,Airborne Speed High,Level 2,Not a False Positive,545,565,0,395.4541321,16,-9.54E-05,0.03123659,0,5,-1.102259159,4.993988759,0
2440926,13/11/2018 2:00,VH-VYE,737-800,QFA - 737-800 (1024 wps),YMML,YMHB,40814754,Airborne Speed High,Level 2,Not a False Positive,553,573,0,396.9972229,0,6.20E-04,0.053798014,0,1,-1.102259159,1.003406133,0
2440936,13/11/2018 1:23,VH-VZC,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40814863,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,468.5,488.5,0,8.838522911,2,8.34E-05,0.062167188,0,1,-0.642573953,0.998839404,0
2441683,13/11/2018 23:34,VH-VXU,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,40814573,Deep Touchdown,Level 2,Not a False Positive,11437,11457,0,6.226946354,2,-9.54E-05,0.040682979,0,30,3.928011894,30.07818349,0
2441883,14/11/2018 4:33,VH-VZB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40814212,Deep Touchdown,Level 2,Not a False Positive,7169.5,7189.5,0,9.356764317,6,-9.54E-05,0.018172824,0,30,3.837063789,30.01958974,0
2441953,14/11/2018 6:19,VH-VXP,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40814220,Airborne Speed High,Level 2,Not a False Positive,553,575,2,15.20801353,2,-2.13E-04,0.032930539,0,1,-0.826390207,1.003406133,0
2442824,15/11/2018 7:15,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40813757,Airborne Speed High,Level 2,Not a False Positive,409,429,0,1869.323975,2,-9.54E-05,0.033653451,0,5,-0.642573953,5.061244449,0
2444151,15/11/2018 20:29,VH-VZG,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40813646,Deep Touchdown,Level 2,Not a False Positive,7635.5,7655.5,0,7.235238791,6,0.001335144,0.028428452,0,30,7.640826702,30.25396474,0
2444206,15/11/2018 21:30,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40813607,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,1420,7510.25,6070.25,2391.732178,0,2.46E-07,0.004687086,0,0,0.458709747,0,1
2444938,16/11/2018 0:09,VH-VXC,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40813002,Airborne Speed High,Level 2,Not a False Positive,447,468,1,1869.707275,0,2.29E-05,0.034231776,0,5,-0.826390207,5.037489711,0
2445049,16/11/2018 23:47,VH-VXE,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,40813107,Short Runway Distance Remaining,Level 2,Not a False Positive,8258.5,8278.5,0,11.16559076,0,8.34E-05,0.024197339,0,40,4.382470131,39.94147237,0
2445082,17/11/2018 1:55,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40812850,Airborne Speed High,Level 2,Not a False Positive,484,504,0,346.0403137,0,2.62E-04,0.029703702,0,1,-0.734472454,1.021435028,0
2445287,17/11/2018 7:40,VH-XZL,737-800,QFA - 737-800 (1024 wps),YPPH,YSCB,40812738,Airborne Speed High,Level 2,Not a False Positive,499,520,1,58.68802261,0,-8.64E-04,0.047134706,0,1,-1.194254041,1.007913345,0
2445287,17/11/2018 7:40,VH-XZL,737-800,QFA - 737-800 (1024 wps),YPPH,YSCB,40812739,Pitch Rate Low during Rotation,Level 2,Not a False Positive,488,512,4,48.86043549,0,-3.26E-04,0.05359896,0,1,-1.194254041,1.007913345,0
2445492,18/11/2018 0:48,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40812714,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4954,4976,2,17.09934425,0,1.39E-04,0.01399821,0,30,3.928011894,29.980498,0
2445626,18/11/2018 2:46,VH-XZK,737-800,QFA - 737-800 (1024 wps),AYPY,YBBN,40812662,Airborne Speed High,Level 2,Not a False Positive,524,544,0,121.6250763,0,6.20E-04,0.042839458,0,5,-1.102259159,5.180015564,0
2445698,18/11/2018 3:40,VH-VXS,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40812531,Rotation Speed High,Level 2,Not a False Positive,472.25,492.25,0,49.21549988,2,-9.54E-05,0.03643997,0,1,-1.37830174,1.016927768,0
2445845,18/11/2018 9:43,VH-VYC,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40812249,Airborne Speed High,Level 2,Not a False Positive,695,715,0,10.88788414,0,0.001335144,0.035846248,0,5,-1.470354557,5.156261341,0
2447103,19/11/2018 0:14,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40812009,Airborne Speed High,Level 2,Not a False Positive,541,562,1,1869.620361,0,2.29E-05,0.034984923,0,5,-1.562426805,5.061244449,0
2447188,19/11/2018 2:28,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40812001,Approach Speed High Below 50 ft AGL (Vref),Level 2,Bad Parameter: Bad Sensor on Airplane,3317,3339,2,1872.226685,12,4.91E-04,0.022199515,0,30,4.018940926,30.07818349,1
2447262,19/11/2018 3:56,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40811927,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,3472,3494,2,353.7831421,0,-2.13E-04,0.013705648,0,30,2.653028727,30.07818349,0
2447262,19/11/2018 3:56,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40811928,Airborne Speed High,Level 3,Not a False Positive,420,440,0,1869.874023,0,-9.54E-05,0.023841814,0,5,-0.183369875,5.180015564,0
2447301,19/11/2018 4:26,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40811932,Airborne Speed High,Level 2,Not a False Positive,979,1000,1,12.94956684,0,5.55E-04,0.049160482,0,5,-1.470354557,5.156261341,0
2447398,19/11/2018 6:03,VH-VXK,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40811880,GPWS: Sink Rate,Level 2,Not a False Positive,7223,7244,1,19.49005508,0,5.55E-04,0.019003499,0,30,2.835395336,30.25396474,0
2447540,19/11/2018 8:42,VH-VXF,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40812150,Airborne Speed High,Level 2,Not a False Positive,461,481,0,56.1937027,0,-0.001525879,0.056332853,0,1,-1.194254041,0.99408856,0
2447678,19/11/2018 20:52,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40811722,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,2396,4919.75,2503.75,711.9422729,2,5.52E-05,0.009652823,0,0,-1.470354557,0,1
2447826,19/11/2018 22:52,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YPPH,YGIA,40811653,GPWS: Sink Rate,Level 2,Not a False Positive,5839,5861,2,1412.355225,2,-3.67E-05,0.018546834,0,30,4.382470131,30.01958974,0
2448074,20/11/2018 1:57,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40811530,Airborne Speed High,Level 2,Not a False Positive,799,819,0,14.10870266,0,-9.54E-05,0.049108523,0,5,-0.734472454,5.22752401,0
2448690,20/11/2018 22:07,VH-VYF,737-800,QFA - 737-800 (1024 wps),YPPH,YPKA,40811369,Pitch Rate Low during Rotation,Level 2,Not a False Positive,709.5,733.5,4,52.92206001,4,-0.001710461,0.032935746,0,1,-0.918327272,0.99408856,0
2448699,20/11/2018 21:38,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40811516,GPWS: Windshear Warning,Level 2,Not a False Positive,8874,8898,4,32.95926666,2,0.001058271,0.003470179,0,30,3.47308445,29.95120112,0
2448827,20/11/2018 21:47,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,40811452,Pitch Rate Low during Rotation,Level 2,Not a False Positive,990.75,1014.75,4,5.474461794,0,0.001058271,0.05760403,0,5,-0.458834648,5.132507118,0
2448857,21/11/2018 2:14,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40810989,Airborne Speed High,Level 2,Not a False Positive,412,433,1,15.93412018,2,-1.54E-04,0.052519332,0,5,-0.642573953,5.156261341,0
2449037,21/11/2018 6:11,VH-VYH,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40810999,Airborne Speed High,Level 2,Not a False Positive,486,506,0,393.5447083,2,-9.54E-05,0.047312008,0,5,-1.470354557,5.037489711,0
2449077,21/11/2018 6:58,VH-VXR,737-800,QFA - 737-800 (1024 wps),YPPH,YNWN,40810934,Airborne Speed High,Level 2,Not a False Positive,574,594,0,55.05987167,2,-9.54E-05,0.040080674,0,1,-1.470354557,0.989337715,0
2449188,21/11/2018 8:57,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40810913,Approach Speed High Below 50 ft AGL (Vref),Level 3,Not a False Positive,7665,7688,3,24.08064651,0,-9.68E-04,0.014230179,0,30,3.837063789,30.01958974,0
