flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_duration_of_event_seconds,p14_terrain_elevation_at_start_of_event_ft,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2660850,20/07/2019 4:07,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YMML,NZAA,40687535,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,728.75,748.75,0,369.8892822,0,-9.54E-05,0.041925799,0,1,-1.930908918,0.989337715,0
2661937,22/07/2019 5:15,VH-VYB,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40686568,Airborne Speed High,Level 2,Not a False Positive,486,506,0,17.64049339,2,-9.54E-05,0.044379511,0,5,-0.734472454,5.180015564,0
2661958,22/07/2019 6:05,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40686746,High Bank Angle Climb below 200 feet,Level 2,Not a False Positive,755.25,775.5,0.25,399.7962646,2,6.82E-05,0.022231692,0,5,-1.194254041,4.965483691,0
2662234,22/07/2019 12:22,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40686405,Deep Touchdown,Level 3,Not a False Positive,4387,4407,0,10.17517185,4,-0.001525879,0.076139004,0,30,4.200743198,30.25396474,0
2662271,22/07/2019 20:30,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40686493,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,4847,4876,9,-13.83443451,4,7.10E-05,0.067585423,0,1,-0.642573953,0.047508514,0
2662334,22/07/2019 22:18,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40686321,Airborne Speed High,Level 2,Not a False Positive,368,389,1,1870.094116,0,5.55E-04,0.541008578,0,1,-1.470354557,1.016927768,0
2662743,23/07/2019 7:58,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40685851,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,6407,6429,2,398.7668457,2,-2.13E-04,0.014998692,0,30,3.837063789,30.31255849,0
2662777,23/07/2019 7:27,VH-VZG,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40685911,High Vertical Acceleration at landing,Level 3,Not a False Positive,6651,6677,6,404.4924622,4,-4.36E-04,0.020211693,0,30,3.837063789,30.25396474,0
2662807,23/07/2019 8:52,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40685945,Airborne Speed High,Level 2,Not a False Positive,1055,1075,0,397.7790833,8,0.001335144,0.015165892,0,5,-0.826390207,5.156261341,0
2662868,23/07/2019 9:26,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40686182,Airborne Speed High,Level 2,Not a False Positive,524,544,0,397.3638306,0,0.001335144,0.013660571,0,5,-0.826390207,5.037489711,0
2662961,23/07/2019 20:11,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YSCB,YPAD,40685651,Airborne Speed High,Level 2,Not a False Positive,408,428,0,1867.655884,0,-0.001525879,0.532422534,0,5,-0.826390207,5.203769787,0
2663337,24/07/2019 5:07,VH-VZA,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40685175,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,600.75,620.75,0,397.6017227,2,-9.54E-05,0.016141543,0,1,-0.734472454,1.021435028,0
2663905,25/07/2019 0:11,VH-VXC,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40684480,Thrust reversers delayed during landing,Level 2,Not a False Positive,3302.5,3384,61.5,343.1745605,0,-1.54E-04,0.037679156,0,30,4.473305702,30.25396474,0
2664524,25/07/2019 0:53,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YMML,NZWN,40684668,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,537.75,557.75,0,393.4011993,0,3.87E-05,0.030760454,0,1,-1.194254041,1.021435028,0
2664874,25/07/2019 8:02,VH-VXA,737-800,QFA - 737-800 (1024 wps),YPPH,YSCB,40684273,Deep Touchdown,Level 2,Not a False Positive,13093.25,13113.25,0,1870.10376,4,0.001335144,0.058260082,0,30,4.200743198,30.31255849,0
2665120,25/07/2019 20:14,VH-VZA,737-800,QFA - 737-800 (1024 wps),YBCS,YSSY,40684087,Airborne Speed High,Level 2,Not a False Positive,504,524,0,9.598642349,0,-0.001525879,0.023880589,0,1,-0.918327272,1.021435028,0
2665880,26/07/2019 18:52,VH-VZT,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40683579,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,625.75,645.75,0,32.28256607,0,-9.54E-05,0.027652722,0,5,-1.240261137,5.013735488,0
2666019,27/07/2019 0:24,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,40683017,Short Runway Distance Remaining,Level 2,Not a False Positive,7958.5,7978.5,0,11.77886534,0,2.62E-04,0.085062151,0,40,3.746097088,40,0
2666115,27/07/2019 3:37,VH-VXI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40682951,High Speed Below 5000 ft AAL,Level 3,Not a False Positive,3749,3782,13,54.35641098,7,-1.49E-04,0.12694511,0,0,-1.37830174,0.004750851,0
2666992,28/07/2019 6:10,VH-VZI,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40682206,Thrust reversers delayed during landing,Level 2,Not a False Positive,9819.5,9900.5,61,14.91122007,0,-1.35E-04,0.103102461,0,30,4.018940926,30.01958974,0
2667222,28/07/2019 9:34,VH-XZH,737-800,QFA - 737-800 (1024 wps),YBBN,NZCH,40682225,Deep Touchdown,Level 3,Not a False Positive,11951,11971,0,101.9257889,0,0.001335144,0.033176164,0,40,3.382042408,40,0
2667365,28/07/2019 8:00,VH-XZD,737-800,QFA - 737-800 (1024 wps),YSSY,NZCH,40681962,Deep Touchdown,Level 3,Not a False Positive,10112,10132,0,102.0705795,0,0.001335144,0.035388166,0,40,3.746097088,40,0
2667376,28/07/2019 21:11,VH-VXO,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40681875,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Bad Sensor on Airplane,5851,5871,0,405.6416016,0,-0.001525879,0.046828982,0,40,4.745699406,40,1
2667525,29/07/2019 0:13,VH-XZL,737-800,QFA - 737-800 (1024 wps),YPKG,YPPH,40681615,Airborne Speed High,Level 2,Not a False Positive,494,515,1,1155.06958,0,2.29E-05,0.058489379,0,5,-1.102259159,4.993988759,0
2668102,29/07/2019 4:10,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40681381,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,4494,4518,4,1014.399902,0,-3.26E-04,0.087438698,0,0,34.25031281,0.019003406,0
2668362,29/07/2019 9:14,VH-VZW,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40681193,Short Runway Distance Remaining,Level 2,Not a False Positive,10089.25,10109.25,0,23.85425568,2,6.20E-04,0.031822984,0,40,3.65511179,40,0
2669509,30/07/2019 1:01,VH-VZT,737-800,QFA - 737-800 (1024 wps),YSSY,NFFN,40681071,Airborne Speed High,Level 2,Not a False Positive,794,814,0,13.23111629,0,2.62E-04,0.03114181,0,15,-0.366993845,15.17582448,0
2670140,30/07/2019 8:45,VH-VZW,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40680550,Short Runway Distance Remaining,Level 2,Not a False Positive,10266.75,10286.75,0,22.88097143,2,6.20E-04,0.009359981,0,30,3.65511179,29.89260737,0
2670877,31/07/2019 0:20,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,NZQN,40679996,Short touchdown,Level 2,Not a False Positive,10890,10910,0,1168.397217,0,-9.54E-05,0.021018492,0,40,3.837063789,40,0
2672065,1/08/2019 0:35,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40679492,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1348,1368,0,9.919039726,0,8.34E-05,0.02260353,0,1,-2.023077965,1.003406133,0
2672466,1/08/2019 3:50,VH-VZO,737-800,QFA - 737-800 (1024 wps),YPDN,YMML,40679331,Airborne Speed High,Level 2,Not a False Positive,511,531,0,81.5552597,0,-9.54E-05,0.095347923,0,10,-0.918327272,10.30275345,0
2672521,1/08/2019 5:11,VH-XZC,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40679168,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,553,573,0,22.61280441,0,-9.54E-05,0.074604159,0,5,-1.930908918,5.084998672,0
2673271,2/08/2019 0:16,VH-XZD,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40678591,GPWS: Sink Rate,Level 2,Not a False Positive,10535,10557,2,30.03166199,2,-2.13E-04,0.065062793,0,30,3.65511179,29.92190425,0
2673913,2/08/2019 18:39,VH-VZK,737-800,QFA - 737-800 (1024 wps),NZAA,YBBN,40678153,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,5111,7101,1970,0,0,-1.02E-04,0.12666064,0,0,-1.37830174,0.019003406,1
2675343,4/08/2019 21:50,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40676270,Thrust reversers delayed during landing,Level 2,Not a False Positive,5123.5,5205,61.5,9.536844254,4,5.55E-04,0.060621777,0,30,3.746097088,30.01958974,0
2675807,5/08/2019 1:44,VH-VZB,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40675819,Late Land Flap Selection,Level 2,Not a False Positive,3993,4013,0,3.066444635,0,-9.54E-05,0.074444403,0,30,3.746097088,25.16604106,0
2675827,5/08/2019 1:22,VH-XZD,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,40676129,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,1434,6742.75,5288.75,37.72965908,2,-3.79E-06,0.153802353,0,0,-1.194254041,0.009501703,1
2675894,24/07/2019 1:09,VH-VZV,737-800,QFA - 737-800 (1024 wps),NWWW,YSSY,40675875,Airborne Speed High,Level 2,Not a False Positive,511,531,0,40.93070984,0,-0.833368301,0.064298537,0,5,-1.286268234,4.979736225,0
2675999,5/08/2019 3:59,VH-XZD,737-800,QFA - 737-800 (1024 wps),YBAS,YPAD,40675763,Deep Touchdown,Level 2,Not a False Positive,6665.5,6685.5,0,12.18462133,0,-9.54E-05,0.065579549,0,30,5.743041515,29.92190425,0
2676137,5/08/2019 6:56,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40675654,Rotation Speed High,Level 2,Not a False Positive,1052,1072,0,7.138175011,2,-9.54E-05,0.027057409,0,1,-0.734472454,1.021435028,0
2676830,6/08/2019 2:39,VH-VZL,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40675743,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4069,4091,2,340.8776855,0,-2.13E-04,0.031914667,0,30,3.47308445,30.07818349,0
2676854,5/08/2019 20:14,VH-VYF,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40674853,TCAS Resolution Advisory,Level 2,Not a False Positive,5206,5242,16,-10.81292057,0,-0.002199061,0.080002618,0,5,0.458709747,5.061244449,0
2676998,6/08/2019 5:54,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,UNKNOWN,40674511,High Speed Rejected Takeoff,Level 2,Not a False Positive,913,976,43,NA,NA,-4.03E-04,0.037157333,0,5,-1.470354557,5.156261341,0
2677152,6/08/2019 9:35,VH-VYI,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40674715,Deep Touchdown,Level 2,Not a False Positive,6819,6839,0,9.057002068,2,0.001335144,0.072319578,0,30,3.837063789,30.25396474,0
2677346,6/08/2019 12:18,VH-VYF,737-800,QFA - 737-800 (1024 wps),YPPH,YPDN,40675031,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,7705,12473.5,4748.5,849.0813599,2,6.74E-06,0.14506905,0,0,-1.010283589,0,1
2678045,7/08/2019 0:47,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,40674275,Short Runway Distance Remaining,Level 2,Not a False Positive,8208.25,8228.25,0,12.18714285,0,-9.54E-05,0.094676144,0,40,2.698436141,40,0
2678681,7/08/2019 21:24,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40673786,Airborne Speed High,Level 2,Not a False Positive,591,611,0,393.8374634,2,0.004196167,0.023520374,0,5,-1.010283589,5.180015564,0
2678864,8/08/2019 2:03,VH-VXA,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40673457,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4954,4976,2,25.5233345,0,-2.13E-04,0.012084857,0,30,4.200743198,30.31255849,0
2678906,8/08/2019 3:32,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40673330,Airborne Speed High,Level 2,Not a False Positive,292,313,1,14.77698898,0,-1.54E-04,0.013383583,0,25,-1.286268234,24.92192586,0
2678917,8/08/2019 1:52,VH-VXF,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40673600,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,10386,10408,2,22.97715759,0,0.001194438,0.050064148,0,30,3.928011894,29.980498,0
2678962,8/08/2019 3:36,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40673492,Rotation Speed High,Level 2,Not a False Positive,544,564,0,9.345973969,2,-9.54E-05,0.021519212,0,5,-0.826390207,5.156261341,0
2678982,8/08/2019 4:11,VH-VZW,737-800,QFA - 737-800 (1024 wps),YBHM,YSSY,40673468,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,8233,8257,4,21.53732491,0,-3.26E-04,0.042186003,0,30,3.746097088,29.980498,0
2679014,8/08/2019 5:36,VH-VYA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40673193,Airborne Speed High,Level 2,Not a False Positive,676,698,2,14.79582787,0,-2.13E-04,0.017415443,0,5,0.091922112,4.979736225,0
2679051,8/08/2019 6:49,VH-VZD,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40673364,Rotation Speed High,Level 3,Not a False Positive,415.75,435.75,0,11.51206899,2,-9.54E-05,0.013459145,0,5,-0.826390207,5.156261341,0
2679051,8/08/2019 6:49,VH-VZD,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40673366,Airborne Speed High,Level 2,Not a False Positive,422,442,0,15.96866512,2,-9.54E-05,0.016934901,0,5,-0.458834648,5.156261341,0
2679136,8/08/2019 8:17,VH-VYH,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40673278,GPWS: Windshear Warning,Level 2,Not a False Positive,5238,5262,4,17.74670219,2,0.001058271,0.037909467,0,30,4.10985136,30.25396474,0
2679143,8/08/2019 8:03,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40673319,Airborne Speed High,Level 2,Not a False Positive,709,729,0,17.41419792,6,-0.001525879,0.007164509,0,5,-0.734472454,5.061244449,0
2679188,8/08/2019 9:38,VH-VYE,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40673140,Climb Speed High,Level 2,Not a False Positive,401,422,1,17.08884621,2,-0.002282513,0.020972618,0,5,-1.194254041,5.132507118,0
2679308,8/08/2019 2:25,VH-VXB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40673049,Airborne Speed High,Level 2,Not a False Positive,764,784,0,14.72092152,0,-9.54E-05,0.011462321,0,5,-1.37830174,4.993988759,0
2679468,8/08/2019 21:34,VH-VZB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40672752,Airborne Speed High,Level 2,Not a False Positive,805,825,0,13.15551186,0,0.004196167,0.015621542,0,5,-0.918327272,5.156261341,0
2679531,8/08/2019 21:32,VH-VXL,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40672764,Airborne Speed High,Level 2,Not a False Positive,890,910,0,396.5912781,2,-0.001525879,0.002406262,0,5,-1.286268234,4.965483691,0
2679568,8/08/2019 21:54,VH-VXH,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40673067,GPWS: Windshear Warning,Level 2,Not a False Positive,8076,8099,3,88.10323334,6,0.004614853,0.012692791,0,30,3.65511179,30.01958974,0
2679574,8/08/2019 22:11,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40672988,GPWS: Sink Rate,Level 2,Not a False Positive,8583,8605,2,17.90045547,10,-3.67E-05,0.023428261,0,30,4.200743198,30.25396474,0
2679574,8/08/2019 22:11,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40672994,High Bank Angle Descent Below 200 feet,Level 2,Not a False Positive,8576.5,8597.5,1,47.05478096,10,-2.15E-05,0.022515856,0,30,4.200743198,30.25396474,0
2679588,8/08/2019 21:44,VH-XZH,737-800,QFA - 737-800 (1024 wps),YMML,NZAA,40672968,Airborne Speed High,Level 2,Not a False Positive,1043,1063,0,398.6151733,0,-0.001525879,0.032342955,0,10,-0.642573953,10.24415843,0
2679598,8/08/2019 23:45,VH-XZK,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40672741,Airborne Speed High,Level 2,Not a False Positive,1366,1386,0,14.80876255,2,-0.001525879,0.024019495,0,5,-1.37830174,5.180015564,0
2679629,9/08/2019 0:32,VH-VYH,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40672823,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,5589,5611,2,23.69308662,0,1.39E-04,0.064786237,0,30,4.018940926,30.19537099,0
2679644,9/08/2019 1:02,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40672803,Airborne Speed High,Level 2,Not a False Positive,1598,1618,0,16.26937294,0,-9.54E-05,0.012282939,0,5,-0.275172263,5.037489711,0
2679701,9/08/2019 2:33,VH-VZV,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40672534,Climb Speed High,Level 2,Not a False Positive,1106,1127,1,9.925126076,10,-1.54E-04,0.041272155,0,5,-1.194254041,4.979736225,0
2679701,9/08/2019 2:33,VH-VZV,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40672535,Rotation Speed High,Level 2,Not a False Positive,1095,1115,0,12.81364822,10,-9.54E-05,0.030663814,0,5,-1.194254041,4.979736225,0
2679701,9/08/2019 2:33,VH-VZV,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40672536,Airborne Speed High,Level 2,Not a False Positive,1100,1121,1,15.52639484,10,-1.54E-04,0.036496869,0,5,-1.194254041,4.979736225,0
2679861,9/08/2019 3:41,VH-VZX,737-800,QFA - 737-800 (1024 wps),YSSY,NFFN,40672485,Airborne Speed High,Level 2,Not a False Positive,1115,1135,0,13.43129921,0,-9.54E-05,0.004104465,0,5,-1.37830174,5.061244449,0
2680093,9/08/2019 9:25,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40672258,Airborne Speed High,Level 2,Not a False Positive,771,791,0,13.82944775,0,-0.001525879,0.038139813,0,5,-0.918327272,5.156261341,0
2680119,9/08/2019 8:15,VH-VXO,737-800,QFA - 737-800 (1024 wps),YBCS,YSSY,40672374,GPWS: Sink Rate,Level 2,Not a False Positive,10685,10706,1,21.855196,4,5.55E-04,0.032045593,0,30,3.746097088,30.19537099,0
2680138,9/08/2019 10:44,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40672207,Rotation Speed High,Level 2,Not a False Positive,1693,1713,0,12.87268257,0,-0.001525879,0.028632805,0,5,-0.366993845,5.037489711,0
2680168,9/08/2019 11:38,VH-VZB,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40672176,Rotation Speed High,Level 2,Not a False Positive,470.5,490.5,0,9.261490345,0,-9.54E-05,0.036229121,0,5,-0.275172263,5.156261341,0
2680168,9/08/2019 11:38,VH-VZB,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40672178,Airborne Speed High,Level 2,Not a False Positive,479,499,0,16.78055,0,-0.001525879,0.042616656,0,5,-0.275172263,5.156261341,0
2680228,9/08/2019 12:18,VH-VZM,737-800,QFA - 737-800 (1024 wps),YSSY,YBCS,40672353,Airborne Speed High,Level 2,Not a False Positive,1453,1473,0,15.87825871,0,0.001335144,0.02745512,0,5,-1.102259159,4.965483691,0
2680401,9/08/2019 23:36,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40671906,Airborne Speed High,Level 2,Not a False Positive,974,994,0,13.32708168,0,-0.001525879,0.017431938,0,5,-1.37830174,5.061244449,0
2680404,9/08/2019 23:38,VH-VXL,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40671920,Airborne Speed High,Level 2,Not a False Positive,325,345,0,8.111189842,2,-0.001525879,0.020545217,0,5,-1.102259159,4.965483691,0
2680452,10/08/2019 0:23,VH-VYF,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40671853,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3162,7660,4478,1607.611523,4,4.19E-06,0.269718219,0,0,0.275354236,0,1
2680491,10/08/2019 2:18,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YMHB,40671716,GPWS: Sink Rate,Level 2,Not a False Positive,4332,4354,2,15.12430859,0,-2.13E-04,0.056532173,0,30,2.470586538,29.980498,0
2680497,10/08/2019 1:16,VH-VXE,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,40671941,Rotation Speed High,Level 2,Not a False Positive,1399,1419,0,12.26429653,0,2.62E-04,0.024611073,0,5,-0.458834648,4.951231157,0
2680504,10/08/2019 2:36,VH-VYB,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40671773,Airborne Speed High,Level 2,Not a False Positive,309,329,0,395.1067505,0,-9.54E-05,0.021687151,0,5,-0.734472454,5.180015564,0
2680507,10/08/2019 2:14,VH-VYI,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40671727,GPWS: Sink Rate,Level 2,Not a False Positive,5233,5254,1,21.07455063,4,5.55E-04,0.004624248,0,30,2.288068533,30.25396474,0
2680514,10/08/2019 2:11,VH-XZL,737-800,QFA - 737-800 (1024 wps),YBAS,YPDN,40671854,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,6769,6791,2,94.85343933,2,-2.13E-04,0.083051581,0,30,3.199902296,29.980498,0
2680526,10/08/2019 3:30,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40671597,Airborne Speed High,Level 2,Not a False Positive,384,406,2,398.5014954,2,-2.13E-04,0.026121117,0,5,-1.102259159,4.965483691,0
2680544,10/08/2019 3:12,VH-VZF,737-800,QFA - 737-800 (1024 wps),YMHB,YSSY,40671795,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,5913,5937,4,26.36366653,4,0.001058271,0.03152347,0,30,3.928011894,30.01958974,0
2680593,10/08/2019 4:11,VH-VXC,737-800,QFA - 737-800 (1024 wps),YBAS,YPAD,40671691,Airborne Speed High,Level 2,Not a False Positive,360,381,1,1764.562256,0,-8.64E-04,0.036440299,0,5,-0.734472454,5.037489711,0
2680600,10/08/2019 5:18,VH-XZC,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40671619,Airborne Speed High,Level 2,Not a False Positive,1093,1113,0,15.62526703,4,-9.54E-05,0.017527223,0,5,-1.194254041,5.084998672,0
2680623,10/08/2019 5:42,VH-VXF,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40671751,Airborne Speed High,Level 2,Not a False Positive,432,452,0,396.7572327,2,-9.54E-05,0.015650055,0,5,-1.286268234,4.908473556,0
2680660,10/08/2019 5:06,VH-VZJ,737-800,QFA - 737-800 (1024 wps),NZQN,YSSY,40671992,Airborne Speed High,Level 2,Not a False Positive,423,443,0,1168.52417,2,-9.54E-05,0.071083976,0,10,-1.286268234,10.00978343,0
2680709,10/08/2019 7:36,VH-XZO,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40671672,Airborne Speed High,Level 2,Not a False Positive,558,578,0,15.56010342,0,-9.54E-05,0.028087118,0,1,-1.562426805,1.016927768,0
2680751,9/08/2019 20:49,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40671766,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,13397,13419,2,27.07489204,0,-3.67E-05,0.058520878,0,30,3.65511179,30.13677724,0
2681421,11/08/2019 4:27,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40670971,Rotation Speed High,Level 2,Not a False Positive,865.75,885.75,0,396.5292892,2,-9.54E-05,0.037512526,0,5,-1.470354557,5.156261341,0
2681607,11/08/2019 3:35,VH-XZG,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40670925,Airborne Speed High,Level 2,Not a False Positive,395,415,0,16.98362541,0,-9.54E-05,0.055790796,0,5,-1.654518247,5.180015564,0
2681742,11/08/2019 20:37,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40670738,Pitch Rate Low during Rotation,Level 2,Not a False Positive,517.25,541.25,4,5.485399246,2,0.001058271,0.022018113,0,5,-1.194254041,4.979736225,0
2682124,12/08/2019 0:20,VH-VXF,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40670483,Airborne Speed High,Level 2,Not a False Positive,773,794,1,13.05433178,2,2.29E-05,0.029885035,0,1,-0.275172263,0.98458687,0
2682295,12/08/2019 1:12,VH-XZP,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40670371,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,4247,4268,1,526.0150757,0,-1.54E-04,0.117142627,0,0,33.73983765,0,0
2682348,12/08/2019 1:52,VH-VXR,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40670461,Airborne Speed High,Level 2,Not a False Positive,711,731,0,13.21524811,6,-9.54E-05,0.036494074,0,5,-1.286268234,4.979736225,0
2682446,12/08/2019 3:50,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40670245,High Vertical Acceleration at landing,Level 3,Not a False Positive,4647,4673,6,410.5078125,0,-4.36E-04,0.069117885,0,30,2.926550388,30.01958974,0
