flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2831345,17/01/2020 8:19,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40542166,Pitch Rate Low during Rotation,Level 2,Not a False Positive,301.25,325.25,0,3.66E-04,0.012926156,0,5,-1.194254041,5.013735488,0
2830893,17/01/2020 1:51,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40542507,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,453.75,473.75,2,-9.54E-05,0.012667293,0,1,-1.37830174,1.003406133,0
2830420,16/01/2020 7:32,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40542988,Rotation Speed High,Level 2,Not a False Positive,1541,1561,0,-9.54E-05,0.013014768,0,5,-1.470354557,5.108752895,0
2830420,16/01/2020 7:32,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40542989,Airborne Speed High,Level 2,Not a False Positive,1548,1568,0,-9.54E-05,0.014400802,0,5,-1.470354557,5.108752895,0
2830736,16/01/2020 19:56,VH-XZF,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40543013,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,538.75,558.75,2,0.002765656,0.01077289,0,5,-1.1482566,5.061244449,0
2830614,16/01/2020 17:32,VH-XZE,737-800,QFA - 737-800 (1024 wps),NZCH,YSSY,40543124,High Vertical Acceleration at landing,Level 2,Not a False Positive,10957,10983,2,-4.36E-04,0.015962895,0,30,3.837063789,30.13677724,0
2830398,16/01/2020 7:04,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40543211,Rotation Speed High,Level 3,Not a False Positive,1935.75,1955.75,0,-9.54E-05,0.034118048,0,5,-1.286268234,5.013735488,0
2830398,16/01/2020 7:04,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40543212,Airborne Speed High,Level 2,Not a False Positive,1941,1962,0,5.55E-04,0.035119734,0,5,-1.286268234,5.013735488,0
2830421,16/01/2020 6:13,VH-XZB,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40543234,Airborne Speed High,Level 2,Not a False Positive,698,718,0,-9.54E-05,0.02146829,0,1,-1.102259159,0.998839404,0
2830013,15/01/2020 20:03,VH-VYL,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40543837,Thrust reversers delayed during landing,Level 2,Not a False Positive,11483.75,11569.5,0,0.536731499,0.020447819,0,30,4.382470131,30.25396474,0
2829786,15/01/2020 8:19,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40543898,Deep Touchdown,Level 3,Not a False Positive,5205.25,5225.25,4,6.20E-04,0.028281876,0,30,8.697881937,30.18072255,0
2829748,15/01/2020 6:31,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YAYE,YPAD,40543986,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,6961,6983,0,-2.13E-04,0.010141329,0,30,2.835395336,30.13677724,0
2829849,15/01/2020 9:51,VH-VZM,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40544001,Rotation Speed High,Level 2,Not a False Positive,2113,2133,6,0.001335144,0.0069394,0,5,-1.102259159,4.965483691,0
2829716,15/01/2020 2:34,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPDN,YMML,40544282,Stick shaker,Level 2,Not a False Positive,17752,17772,2,-9.54E-05,0.008330181,0,0,-1.194254041,0,0
2829469,14/01/2020 23:49,VH-XZF,737-800,QFA - 737-800 (1024 wps),YCHK,YPPH,40544335,Deep Touchdown,Level 2,Not a False Positive,6438.5,6458.5,2,-9.54E-05,0.029915501,0,30,3.837063789,29.95120112,0
2829438,14/01/2020 22:40,VH-XZH,737-800,QFA - 737-800 (1024 wps),YPPH,YGIA,40544413,Pitch Rate Low during Rotation,Level 2,Not a False Positive,635.75,659.75,2,-3.26E-04,0.02264389,0,1,-0.826390207,1.016927768,0
2829183,14/01/2020 7:22,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40544565,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,920.5,940.5,0,-9.54E-05,0.041895661,0,5,-1.102259159,5.013735488,0
2828888,14/01/2020 6:39,VH-VZB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40544889,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,655,675,6,-9.54E-05,0.012360051,0,5,-0.734472454,5.180015564,0
2828485,13/01/2020 21:13,VH-VYE,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40545253,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,2722,5371.25,4,-1.28E-05,0.002218996,0,0,-1.286268234,0,1
2828400,13/01/2020 7:58,VH-VZG,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40545405,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,952.5,972.5,0,6.20E-04,0.015096913,0,5,-1.194254041,5.156261341,0
2828201,13/01/2020 7:26,VH-VYL,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40545565,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,5173,10540.5,0,-1.88E-05,0.010692586,0,0,-0.734472454,0.014252555,1
2827319,12/01/2020 21:27,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40545969,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1115.75,1135.75,2,0.002765656,0.033328708,0,1,-0.918327272,0.99408856,0
2827224,12/01/2020 17:20,VH-VZT,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,40546458,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,852,872,0,-0.001525879,0.004925991,0,1,-1.286268234,0.99408856,0
2826864,12/01/2020 3:15,VH-VZI,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40546818,Pitch Attitude High During Rotation (Gears Extended),Level 3,Not a False Positive,1405.25,1425.25,0,-9.54E-05,0.017965523,0,5,-1.286268234,5.061244449,0
2826789,12/01/2020 2:07,VH-VXI,737-800,QFA - 737-800 (1024 wps),YBCS,YMML,40546981,GPWS: Sink Rate,Level 2,Bad Parameter: Bad Sensor on Airplane,12150,12170,0,-9.54E-05,0.017004812,0,30,4.291615963,30.07818349,1
2826789,12/01/2020 2:07,VH-VXI,737-800,QFA - 737-800 (1024 wps),YBCS,YMML,40546985,GPWS: Pull Up,Level 2,Bad Parameter: Bad Sensor on Airplane,12150,12170,0,-9.54E-05,0.017004812,0,30,4.291615963,30.07818349,1
2826789,12/01/2020 2:07,VH-VXI,737-800,QFA - 737-800 (1024 wps),YBCS,YMML,40546986,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,1759,12176,0,-8.34E-07,0.004244115,0,0,-1.470354557,0.004750851,1
2826131,11/01/2020 9:14,VH-VZY,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40547051,Rotation Speed High,Level 2,Not a False Positive,656,676,0,-0.001525879,0.035478204,0,5,-1.286268234,5.013735488,0
2826131,11/01/2020 9:14,VH-VZY,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40547057,Airborne Speed High,Level 2,Not a False Positive,661,682,0,5.55E-04,0.036401891,0,5,-1.37830174,5.013735488,0
2826129,11/01/2020 7:54,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40547133,GPWS: Windshear Warning,Level 2,Not a False Positive,9715,9737.25,2,-4.03E-04,0.023487418,0,30,3.746097088,30.13677724,0
2826129,11/01/2020 7:54,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40547140,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,371,391,2,-9.54E-05,0.008248442,0,1,-1.010283589,1.003406133,0
2825794,11/01/2020 0:30,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40547222,Airborne Speed High,Level 2,Not a False Positive,857,878,18,2.29E-05,0.033690147,0,5,-1.286268234,5.013735488,0
2826718,12/01/2020 2:11,VH-VZX,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40547236,Airborne Speed High,Level 2,Not a False Positive,409,429,2,-9.54E-05,0.011001264,0,5,-0.918327272,5.061244449,0
2825936,11/01/2020 1:56,VH-VXI,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40547454,Airborne Speed High,Level 2,Not a False Positive,1012,1032,0,-9.54E-05,0.039726569,0,5,-1.470354557,5.084998672,0
2825850,11/01/2020 0:26,VH-VXP,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40547457,Deep Touchdown,Level 2,Not a False Positive,8871.75,8891.75,0,-9.54E-05,0.009423503,0,30,3.836829185,30.19537099,0
2825950,11/01/2020 2:54,VH-VZO,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,40547483,Airborne Speed High,Level 2,Not a False Positive,619,639,4,-9.54E-05,0.021911245,0,5,-0.366993845,5.180015564,0
2825457,10/01/2020 4:37,VH-VYF,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40547571,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,846.25,866.25,2,-9.54E-05,0.041397703,0,5,-0.642573953,5.037489711,0
2825380,10/01/2020 8:52,VH-VXL,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40547734,Airborne Speed High,Level 2,Not a False Positive,417,438,0,5.55E-04,0.018689484,0,5,-0.458834648,4.965483691,0
2825422,10/01/2020 7:55,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40547973,Short Runway Distance Remaining,Level 2,Not a False Positive,10972,10992,2,-0.001525879,0.002575898,0,30,4.018940926,29.92190425,0
2824903,9/01/2020 22:48,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPPH,YPKG,40548181,Airborne Speed High,Level 2,Not a False Positive,494,514,0,-0.001525879,0.004867297,0,1,-1.562426805,1.012420556,0
2824490,9/01/2020 8:25,VH-XZD,737-800,QFA - 737-800 (1024 wps),YSOL,YPPH,40548352,Airborne Speed High,Level 2,Not a False Positive,591,611,0,-0.001525879,0.031299232,0,15,-1.102259159,15.11723073,0
2824132,9/01/2020 0:03,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,40548742,Airborne Speed High,Level 2,Not a False Positive,644,664,2,5.22E-06,0.009186089,0,1,-1.37830174,1.016927768,0
2824159,9/01/2020 0:34,VH-VZX,737-800,QFA - 737-800 (1024 wps),YCHK,YPPH,40548937,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,465.25,485.25,0,3.87E-05,0.010555037,0,5,-1.516390681,5.061244449,0
2823324,8/01/2020 2:38,VH-VZE,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40549651,High Bank Angle Descent Below 200 feet,Level 2,Not a False Positive,4311.75,4331.75,0,-9.54E-05,0.007843408,0,30,3.791580439,29.95120112,0
2823078,7/01/2020 20:10,VH-VYH,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40550025,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,8313,8357,0,0.002288818,0.00358302,0,0,28.00109291,0.004750851,0
2823585,7/01/2020 21:54,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,NFFN,40550062,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,13324,13354,0,1.47E-05,0.002250706,0,0,-1.286268234,0,1
2822791,7/01/2020 6:55,VH-XZE,737-800,QFA - 737-800 (1024 wps),YPPH,YPKA,40550099,High Vertical Acceleration at landing,Level 2,Not a False Positive,6850.25,6876.25,12,-4.36E-04,0.013830824,0,30,3.837063789,30.01958974,0
2822767,7/01/2020 6:56,VH-VXF,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40550271,Rotation Speed High,Level 2,Not a False Positive,332.75,352.75,2,2.62E-04,0.024168787,0,15,-1.194254041,14.81691615,0
2822809,7/01/2020 6:37,VH-VYG,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40550353,Pitch Attitude High During Landing (Gears Compressed),Level 2,Bad Parameter: Bad Sensor on Airplane,NA,NA,0,-0.040611032,NA,0,NA,NA,NA,1
2821764,6/01/2020 4:11,VH-VYK,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40550976,Thrust reversers delayed during landing,Level 2,Not a False Positive,4721,4802.75,4,1.90E-04,0.002947694,0,30,4.200743198,29.980498,0
2822066,6/01/2020 8:54,VH-VZK,737-800,QFA - 737-800 (1024 wps),YSCB,YPPH,40550982,Airborne Speed High,Level 2,Not a False Positive,548,568,0,0.001335144,0.004020641,0,1,-1.102259159,1.02594224,0
2822193,6/01/2020 17:21,VH-XZF,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40551077,Airborne Speed High,Level 2,Not a False Positive,611,631,0,0.004196167,0.002838938,0,1,-1.102259159,1.012420556,0
2821677,6/01/2020 2:43,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40551290,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,788.5,808.5,0,-9.54E-05,0.01068856,0,1,-0.826390207,1.021435028,0
2820443,5/01/2020 6:50,VH-VYC,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40551757,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,392.5,412.5,0,-9.54E-05,0.008266164,0,5,-1.562426805,5.156261341,0
2820087,4/01/2020 23:00,VH-VYK,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40552191,High Speed Below 5000 ft AAL,Level 3,Not a False Positive,4287,4319,0,5.55E-04,0.005143752,0,0,0.641988754,0.014252555,0
2819777,4/01/2020 7:36,VH-VYC,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40552425,GPWS: Windshear Warning,Level 2,Not a False Positive,4719,4743,0,0.001058271,0.00523196,0,30,2.470586538,30.25396474,0
2819897,4/01/2020 11:13,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40552445,Climb Speed High,Level 2,Not a False Positive,550,577,0,-0.001165435,0.012117825,0,5,-1.562426805,5.251278233,0
2819897,4/01/2020 11:13,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40552446,Rotation Speed High,Level 2,Not a False Positive,540.25,560.25,0,6.20E-04,0.016282766,0,5,-1.470354557,5.251278233,0
2819897,4/01/2020 11:13,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40552447,Airborne Speed High,Level 3,Not a False Positive,545,567,0,-2.13E-04,0.012053214,0,5,-1.562426805,5.251278233,0
2819862,4/01/2020 8:35,VH-XZO,737-800,QFA - 737-800 (1024 wps),YPAD,YWLM,40552527,VFE (Flap Airspeed Limit) Exceedance,Level 2,Not a False Positive,7195,7218,6,0.001823611,0.006219186,0,30,4.018940926,30.19537099,0
2819862,4/01/2020 8:35,VH-XZO,737-800,QFA - 737-800 (1024 wps),YPAD,YWLM,40552529,GPWS: Windshear Warning,Level 2,Not a False Positive,7245,7269,6,-0.001710461,0.004164533,0,15,4.018940926,15.46879323,0
2819744,4/01/2020 7:15,VH-VXN,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40552629,FLCH  mode below 1000 ft HAT,Level 2,Not a False Positive,4551,4571,6,-0.001525879,0.003393327,0,30,4.473305702,29.89260737,0
2819786,4/01/2020 5:09,VH-XZA,737-800,QFA - 737-800 (1024 wps),YSCB,YPPH,40552651,Airborne Speed High,Level 2,Not a False Positive,457,477,0,-9.54E-05,0.020359866,0,1,-1.194254041,1.012420556,0
2819437,4/01/2020 0:40,VH-VZP,737-800,QFA - 737-800 (1024 wps),YAYE,YPDN,40552884,Deep Touchdown,Level 2,Not a False Positive,7670,7690,2,-9.54E-05,0.017578129,0,30,4.382470131,30.07818349,0
2819223,3/01/2020 17:45,VH-XZJ,737-800,QFA - 737-800 (1024 wps),NZAA,YBBN,40553396,Airborne Speed High,Level 2,Not a False Positive,757,777,0,-0.001525879,0.030567287,0,1,-1.194254041,1.003406133,0
2818646,2/01/2020 22:28,VH-XZK,737-800,QFA - 737-800 (1024 wps),YMML,NZWN,40553759,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,672.25,692.25,0,-0.001525879,0.027631201,0,5,-1.470354557,5.180015564,0
2817934,2/01/2020 5:18,VH-VZL,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40554254,Airborne Speed High,Level 2,Not a False Positive,949,970,2,5.55E-04,0.01053681,0,5,-1.286268234,5.013735488,0
2817850,2/01/2020 2:33,VH-VYC,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40554357,Rotation Speed High,Level 2,Not a False Positive,710,730,2,0.833892822,0.027957345,0,5,-1.470354557,5.156261341,0
2817190,1/01/2020 3:53,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40555022,Airborne Speed High,Level 2,Not a False Positive,746,766,2,-9.54E-05,0.012770409,0,5,-0.183369875,5.180015564,0
2817177,1/01/2020 3:47,VH-VZD,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40555082,Airborne Speed High,Level 2,Not a False Positive,568,588,2,-9.54E-05,0.003404896,0,5,-1.746629119,5.203769787,0
2817109,1/01/2020 0:45,VH-XZD,737-800,QFA - 737-800 (1024 wps),YGIA,YPPH,40555266,Airborne Speed High,Level 2,Not a False Positive,372,393,0,2.29E-05,0.012842041,0,5,-1.102259159,5.108752895,0
2817478,1/01/2020 17:24,VH-XZG,737-800,QFA - 737-800 (1024 wps),NZCH,YSSY,40555495,TCAS Resolution Advisory,Level 2,Not a False Positive,10674,10720,0,-0.003720636,0.004549263,0,0,-1.010283589,0.004750851,0
2816954,31/12/2019 23:02,VH-VXI,737-800,QFA - 737-800 (1024 wps),YPPH,YCHK,40555620,GPWS: Sink Rate,Level 2,Not a False Positive,5982,6004,2,-0.003026743,0.003070494,0,30,4.291615963,30.07818349,0
2816743,31/12/2019 8:25,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40555680,Climb Speed High,Level 2,Not a False Positive,516,537,0,5.55E-04,0.019980427,0,5,-1.194254041,5.013735488,0
2816743,31/12/2019 8:25,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40555681,Rotation Speed High,Level 2,Not a False Positive,505.25,525.25,0,0.001335144,0.026481753,0,5,-1.194254041,4.998925441,0
2816743,31/12/2019 8:25,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40555682,Airborne Speed High,Level 2,Not a False Positive,511,531,0,-0.001525879,0.023982329,0,5,-1.194254041,5.013735488,0
2816706,31/12/2019 9:29,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40555744,Climb Speed High,Level 2,Not a False Positive,497,518,0,-0.002282513,0.010089386,0,5,-1.562426805,5.251278233,0
2816576,31/12/2019 6:07,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40555825,Airborne Speed High,Level 2,Not a False Positive,661,681,4,-9.54E-05,0.020905527,0,5,-0.550694644,5.084998672,0
2816469,31/12/2019 2:56,VH-VYK,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40555872,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,454,474,0,-9.54E-05,0.008350479,0,5,-0.642573953,5.084998672,0
2816727,31/12/2019 7:14,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40555982,Airborne Speed High,Level 2,Not a False Positive,1367,1387,0,-9.54E-05,0.003725377,0,5,-2.023077965,5.084998672,0
2816898,31/12/2019 17:54,VH-VZK,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40556103,Airborne Speed High,Level 2,Not a False Positive,505,526,0,5.55E-04,0.008331172,0,10,-1.194254041,10.2734553,0
2816544,31/12/2019 5:19,VH-XZF,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40556112,Rotation Speed High,Level 2,Not a False Positive,380.75,400.75,2,4.41E-04,0.017836059,0,10,-1.194254041,10.12697093,0
2816500,30/12/2019 22:43,VH-VXI,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40556193,High Vertical Acceleration at landing,Level 3,Not a False Positive,18457.25,18483.25,0,2.45E-04,0.00510869,0,40,3.837063789,40,0
2816478,31/12/2019 0:39,VH-XZD,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40556201,Rotation Speed Low,Level 2,Bad Parameter: Bad Sensor on Airplane,691.25,711.25,0,3.87E-05,0.024437737,0,1,-1.194254041,1.012420556,1
2816485,31/12/2019 0:02,VH-VZH,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40556280,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,543.5,563.5,0,-5.96E-06,0.016421778,0,5,-1.010283589,5.061244449,0
2816859,31/12/2019 15:59,VH-XZD,737-800,QFA - 737-800 (1024 wps),WSSS,YPPH,40556342,Pitch Rate Low during Rotation,Level 2,Not a False Positive,905.5,929.5,0,0.001058271,0.017413249,0,5,-1.194254041,5.108752895,0
2815958,30/12/2019 6:12,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40556457,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1368.25,1388.25,6,-9.54E-05,0.019389612,0,1,-0.826390207,0.998839404,0
2815920,30/12/2019 5:21,VH-VXG,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40556478,Airborne Speed High,Level 2,Not a False Positive,1497,1517,0,-9.54E-05,0.010052056,0,5,-0.550694644,5.203769787,0
2816022,30/12/2019 6:29,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40556570,VFE (Flap Airspeed Limit) Exceedance,Level 2,Not a False Positive,7768,7789,8,-0.002282513,0.018279799,0,30,0.550358832,30.07818349,0
2815801,30/12/2019 4:23,VH-VZU,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40556633,Thrust reversers delayed during landing,Level 2,Not a False Positive,4509.5,4591.25,4,-2.82E-04,0.019890629,0,30,3.746097088,30.01958974,0
2816109,30/12/2019 8:48,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YPPH,YGIA,40556733,GPWS: Sink Rate,Level 2,Not a False Positive,8786,8808,4,-2.13E-04,0.032877607,0,30,2.105474949,29.980498,0
2815789,30/12/2019 3:26,VH-VZD,737-800,QFA - 737-800 (1024 wps),YMML,YBCG,40556846,Airborne Speed High,Level 2,Not a False Positive,480,500,2,-9.54E-05,0.045535127,0,5,-1.654518247,5.203769787,0
2815719,30/12/2019 1:56,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YMHB,40556876,VFE (Flap Airspeed Limit) Exceedance,Level 2,Not a False Positive,3729,3750,4,-1.54E-04,0.005402219,0,15,4.5641222,30.01958974,0
2815949,30/12/2019 1:36,VH-XZG,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,40557119,GPWS: Windshear Warning,Level 2,Not a False Positive,13298,13321,2,4.28E-04,0.003940859,0,30,3.837063789,30.19537099,0
2814594,28/12/2019 22:14,VH-VXP,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40557897,TCAS Resolution Advisory,Level 2,Not a False Positive,4419,4726,0,5.55E-04,0.002464213,0,0,-1.010283589,0.009501703,0
2813666,28/12/2019 8:58,VH-VZV,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40557908,Airborne Speed High,Level 2,Not a False Positive,693,713,6,-0.001525879,0.010323198,0,5,-1.102259159,4.979736225,0
2813562,28/12/2019 6:32,VH-XZM,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40558114,Airborne Speed High,Level 2,Not a False Positive,997,1017,0,-9.54E-05,0.026612723,0,5,-1.562426805,5.013735488,0
2813249,28/12/2019 3:15,VH-XZI,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40558291,Rotation Speed High,Level 2,Not a False Positive,937.5,957.5,0,-9.54E-05,0.028765505,0,5,-1.746629119,5.132507118,0
2812943,27/12/2019 19:08,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40558505,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,285.75,305.75,4,-0.001525879,0.032242345,0,1,-1.194254041,0.989337715,0
2812859,27/12/2019 7:03,VH-VZG,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40558732,Thrust reversers delayed during landing,Level 2,Not a False Positive,15680,15761.5,0,5.55E-04,0.017198804,0,30,3.837063789,30.25396474,0
2812493,27/12/2019 2:35,VH-VZA,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40558958,Rotation Speed High,Level 2,Not a False Positive,683.25,703.25,10,-9.54E-05,0.024834612,0,5,-1.286268234,5.156261341,0
2812565,27/12/2019 2:33,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSSY,YBCS,40559042,Pitch Rate Low during Rotation,Level 2,Not a False Positive,712.75,736.75,0,1.93E-04,0.009887616,0,5,-0.458834648,5.084998672,0
2812406,27/12/2019 0:31,VH-VYE,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40559132,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1177.25,1197.25,2,3.87E-05,0.020654749,0,5,-1.010283589,5.156261341,0
2812709,27/12/2019 3:28,VH-VZH,737-800,QFA - 737-800 (1024 wps),NFFN,YSSY,40559375,Climb Speed High,Level 2,Not a False Positive,2750,2772,2,-2.13E-04,0.007358151,0,1,-1.010283589,1.003406133,0
2812709,27/12/2019 3:28,VH-VZH,737-800,QFA - 737-800 (1024 wps),NFFN,YSSY,40559377,Airborne Speed High,Level 2,Not a False Positive,2734,2754,2,-9.54E-05,0.017308031,0,1,-1.010283589,1.003406133,0
2812449,26/12/2019 23:08,VH-VYF,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40559557,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3610,12136,2,2.57E-05,0.006815956,0,0,-1.010283589,0,1
2811788,26/12/2019 4:17,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40559764,Rotation Speed High,Level 2,Not a False Positive,772,792,2,-9.54E-05,0.028406763,0,5,-1.194254041,5.108752895,0
2811937,26/12/2019 6:00,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40559961,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,2008,9360.5,0,2.05E-06,0.01025495,0,0,-0.458834648,0,1
2812053,26/12/2019 7:46,VH-XZI,737-800,QFA - 737-800 (1024 wps),YSCB,YPPH,40560093,Rotation Speed High,Level 2,Not a False Positive,484,504,2,-9.54E-05,0.032768214,0,1,-1.654518247,1.021435028,0
2810886,25/12/2019 3:47,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40560578,Airborne Speed High,Level 2,Not a False Positive,639,659,11,-9.54E-05,0.028153551,0,1,-1.470354557,1.016927768,0
2810760,24/12/2019 23:12,VH-VZK,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40560696,Airborne Speed High,Level 2,Not a False Positive,666,687,0,5.55E-04,0.011280554,0,1,-0.366993845,1.030449452,0
