flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2811144,25/12/2019 19:18,VH-VZB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40560846,Airborne Speed High,Level 2,Not a False Positive,419,439,2,-0.001525879,0.038179784,0,1,-0.183369875,1.003406133,0
2810902,25/12/2019 2:30,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40560874,Airborne Speed High,Level 2,Not a False Positive,412,433,2,-1.54E-04,0.028605186,0,10,-1.102259159,10.09767405,0
2810881,25/12/2019 0:55,VH-XZB,737-800,QFA - 737-800 (1024 wps),NZCH,YMML,40560962,Deep Touchdown,Level 2,Not a False Positive,12743.5,12763.5,2,6.20E-04,0.005617581,0,30,3.837063789,29.980498,0
2810293,24/12/2019 0:34,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YBBN,NWWW,40561267,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,7075,7095,2,-9.54E-05,0.00570928,0,30,1.648658752,17.40238953,1
2810235,24/12/2019 2:31,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40561270,Airborne Speed High,Level 2,Not a False Positive,446,466,2,-9.54E-05,0.009574192,0,5,-0.091586694,5.22752401,0
2810295,24/12/2019 3:20,VH-VZQ,737-800,QFA - 737-800 (1024 wps),NWWW,YBBN,40561422,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,7608,7628,0,-9.54E-05,0.005259444,0,30,1.922805429,16.87504578,1
2810232,23/12/2019 20:52,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,NZQN,40561679,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,5447,8725,2,1.90E-05,0.010612027,0,0,-1.286268234,0,1
2809792,23/12/2019 8:31,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YBBN,NZCH,40561738,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,11951,11971,0,-0.001525879,0.003545108,0,30,1.922805429,24.39457957,1
2809955,23/12/2019 18:14,VH-VZQ,737-800,QFA - 737-800 (1024 wps),NZCH,YBBN,40561865,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,13740,13760,2,-0.001525879,0.002789668,0,30,3.928011894,17.22660828,1
2809655,23/12/2019 6:37,VH-VXB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40561894,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,954.5,974.5,0,-9.54E-05,0.018840982,0,5,-1.37830174,5.156261341,0
2809437,23/12/2019 2:15,VH-VXL,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40561972,High Vertical Acceleration at landing,Level 2,Not a False Positive,5077.25,5103.25,0,2.45E-04,0.020061657,0,30,3.29098177,29.92190425,0
2809579,23/12/2019 4:21,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40561996,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,7007,7027,2,-9.54E-05,0.004277051,0,30,3.928011894,17.05082703,1
2809417,23/12/2019 1:42,VH-VZL,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40562154,Deep Touchdown,Level 2,Not a False Positive,4611.5,4631.5,4,-9.54E-05,0.030181604,0,30,7.370212555,30.07818349,0
2807950,21/12/2019 10:07,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40563157,Airborne Speed High,Level 2,Not a False Positive,629,649,7,-0.001525879,0.007011092,0,5,-0.918327272,5.037489711,0
2808415,21/12/2019 23:36,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,40563195,Short Runway Distance Remaining,Level 2,Not a False Positive,8268,8288,0,-9.54E-05,0.023761479,0,30,10.06894016,30.13677724,0
2807911,21/12/2019 9:02,VH-VYB,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40563214,Airborne Speed High,Level 2,Not a False Positive,529,549,13,-0.001525879,0.01681919,0,5,-0.734472454,5.203769787,0
2808548,22/12/2019 1:49,VH-XZB,737-800,QFA - 737-800 (1024 wps),NWWW,YSSY,40563259,Airborne Speed High,Level 2,Not a False Positive,467,487,0,-9.54E-05,0.024115185,0,5,-1.194254041,4.993988759,0
2807962,21/12/2019 10:18,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40563293,Airborne Speed High,Level 2,Not a False Positive,506,526,0,0.001335144,0.018440055,0,5,-1.562426805,5.132507118,0
2807846,21/12/2019 8:13,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40563372,Airborne Speed High,Level 2,Not a False Positive,452,473,2,5.55E-04,0.009180372,0,5,-0.183369875,4.979736225,0
2807814,21/12/2019 6:30,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40563394,Rotation Speed High,Level 2,Not a False Positive,457.25,477.25,10,-9.54E-05,0.023444131,0,5,-0.183369875,5.22752401,0
2807814,21/12/2019 6:30,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40563396,Airborne Speed High,Level 2,Not a False Positive,464,485,10,5.55E-04,0.026287088,0,5,-0.091586694,5.22752401,0
2807698,21/12/2019 3:57,VH-XZL,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40563493,Climb Speed High,Level 2,Not a False Positive,589,612,2,-2.70E-04,0.006860598,0,1,-1.194254041,1.007913345,0
2807698,21/12/2019 3:57,VH-XZL,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40563495,Airborne Speed High,Level 2,Not a False Positive,579,599,2,-9.54E-05,0.00681764,0,1,-1.194254041,1.007913345,0
2807097,20/12/2019 7:10,VH-XZP,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40564112,Airborne Speed High,Level 2,Not a False Positive,472,492,2,0.001335144,0.008639977,0,5,-1.194254041,5.084998672,0
2807080,20/12/2019 6:52,VH-VYH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40564360,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1384.75,1404.75,2,9.78E-04,0.0048085,0,5,-1.37830174,5.037489711,0
2806246,19/12/2019 8:15,VH-VYE,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40565030,Thrust reversers delayed during landing,Level 2,Not a False Positive,4305.75,4387,2,-2.63E-04,0.008925039,0,40,6.726165771,40,0
2806152,19/12/2019 6:01,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40565137,Airborne Speed High,Level 2,Not a False Positive,533,553,8,-9.54E-05,0.006566515,0,5,-0.183369875,4.979736225,0
2806379,19/12/2019 8:34,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YSSY,NZCH,40565148,VFE (Flap Airspeed Limit) Exceedance,Level 2,Not a False Positive,11484,11506,4,-2.13E-04,0.005520218,0,30,3.65511179,29.92190425,0
2806379,19/12/2019 8:34,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YSSY,NZCH,40565150,GPWS: Windshear Warning,Level 2,Not a False Positive,11475,11500,4,3.05E-04,0.004287497,0,30,3.65511179,29.92190425,0
2806019,19/12/2019 2:57,VH-VZF,737-800,QFA - 737-800 (1024 wps),YBAS,YPAD,40565413,Airborne Speed High,Level 2,Not a False Positive,544,565,0,-1.54E-04,0.001766571,0,10,-0.458834648,10.24415843,0
2806075,19/12/2019 2:36,VH-VYZ,737-800,QFA - 737-800 (1024 wps),NZQN,YSSY,40565422,Airborne Speed High,Level 2,Not a False Positive,613,633,0,-9.54E-05,0.018172403,0,15,-0.366993845,15.46879323,0
2806178,19/12/2019 3:29,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40565509,Pitch Rate Low during Rotation,Level 2,Not a False Positive,768.25,792.25,0,-3.26E-04,0.01551024,0,10,-1.286268234,10.1562678,0
2805466,18/12/2019 10:12,VH-XZG,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40565787,Pitch Rate Low during Rotation,Level 2,Not a False Positive,774,798,0,0.001058271,0.005540863,0,1,-1.562426805,1.016927768,0
2805414,18/12/2019 9:02,VH-VXO,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40565868,Airborne Speed High,Level 2,Not a False Positive,808,828,0,0.001335144,0.018820442,0,5,-0.734472454,5.156261341,0
2805104,18/12/2019 2:59,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40566215,Airborne Speed High,Level 2,Not a False Positive,891,911,0,-9.54E-05,0.015598638,0,5,-1.102259159,4.993988759,0
2805089,18/12/2019 3:02,VH-VYB,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40566251,Airborne Speed High,Level 2,Not a False Positive,713,733,5,6.20E-04,0.034618044,0,5,-0.642573953,5.203769787,0
2805100,18/12/2019 2:58,VH-VXI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40566290,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,893.5,913.5,4,2.62E-04,0.023858474,0,5,-0.458834648,5.084998672,0
2804734,17/12/2019 19:41,VH-VYG,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40566844,Airborne Speed High,Level 2,Not a False Positive,775,796,6,5.55E-04,0.016657063,0,1,-0.918327272,1.030449452,0
2804135,17/12/2019 10:41,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40566929,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,851,5160,18,-2.56E-05,0.030826248,0,5,-1.102259159,5.013735488,1
2804135,17/12/2019 10:41,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40566938,GPWS: Don't Sink,Level 2,Bad Parameter: Bad Sensor on Airplane,886,993,18,-1.99E-04,0.041920877,0,5,-1.102259159,4.993988759,1
2803945,17/12/2019 3:36,VH-XZI,737-800,QFA - 737-800 (1024 wps),YBBN,NZCH,40567172,Airborne Speed High,Level 2,Not a False Positive,663,684,0,-1.54E-04,0.021169312,0,5,-1.746629119,5.132507118,0
2803855,17/12/2019 4:19,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40567244,Airborne Speed High,Level 2,Not a False Positive,617,639,10,-2.13E-04,0.004729701,0,5,-0.918327272,5.180015564,0
2803637,17/12/2019 1:07,VH-VXH,737-800,QFA - 737-800 (1024 wps),YPPD,YPPH,40567326,Climb Speed High,Level 2,Not a False Positive,949,971,0,-2.13E-04,0.006424676,0,5,-0.091586694,4.979736225,0
2803490,17/12/2019 0:08,VH-VZR,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,40567431,GPWS: Sink Rate,Level 2,Not a False Positive,7464,7486,0,1.39E-04,0.020333629,0,30,2.561817169,29.74612172,0
2804007,17/12/2019 4:28,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40567712,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,600,14955.5,2,-1.11E-06,0.025927625,0,1,-1.010283589,0.970334285,1
2804007,17/12/2019 4:28,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40567716,GPWS: Don't Sink,Level 2,Bad Parameter: Bad Sensor on Airplane,648,760,2,3.96E-05,0.030578041,0,1,-1.102259159,0.970334285,1
2803285,16/12/2019 19:42,VH-XZO,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40567765,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,673.5,693.5,4,0.001335144,0.026420985,0,1,-0.918327272,1.014674162,0
2803271,16/12/2019 17:23,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,40567818,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,803.25,823.25,0,-9.54E-05,0.01755848,0,5,-0.275172263,5.108752895,0
2802989,16/12/2019 8:35,VH-VZB,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40567841,Airborne Speed High,Level 2,Not a False Positive,1185,1206,0,5.55E-04,0.013178006,0,5,-0.826390207,5.180015564,0
2803648,16/12/2019 23:13,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40568045,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3379,15006.5,0,-3.39E-06,0.003652309,0,0,-1.194254041,0,1
2802675,16/12/2019 1:11,VH-VYI,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40568079,Airborne Speed High,Level 2,Not a False Positive,881,901,0,-9.54E-05,0.009036243,0,1,-1.286268234,1.016927768,0
2802542,16/12/2019 0:03,VH-VYL,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40568178,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4985,6514,0,-3.16E-06,0.024127159,0,0,-0.826390207,0.019003406,1
2802377,16/12/2019 0:21,VH-VYC,737-800,QFA - 737-800 (1024 wps),YPKG,YPPH,40568221,High Vertical Acceleration at landing,Level 2,Not a False Positive,3775.5,3801.5,0,-9.54E-05,0.015063684,0,30,4.200743198,30.25396474,0
2801057,15/12/2019 7:02,VH-VZL,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40569010,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,2611,5886.25,0,4.40E-05,0.003410959,0,0,-1.37830174,0.004750851,1
2800978,15/12/2019 3:10,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40569235,Rotation Speed High,Level 2,Not a False Positive,488.25,508.25,0,-9.54E-05,0.014728499,0,5,-0.366993845,5.108752895,0
2800978,15/12/2019 3:10,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40569236,Airborne Speed High,Level 2,Not a False Positive,494,515,0,-1.54E-04,0.016085663,0,5,-0.366993845,5.132507118,0
2800668,14/12/2019 20:13,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40569350,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,4877,4929,0,0.001786885,0.012017483,0,1,-1.746629119,1.02594224,0
2800773,14/12/2019 21:21,VH-VYH,737-800,QFA - 737-800 (1024 wps),YMML,YPDN,40569359,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,8085,11407,0,-8.39E-05,0.003040115,0,0,-1.562426805,0.009501703,1
2801011,15/12/2019 3:01,VH-XZK,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40569422,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,737.75,757.75,0,8.34E-05,0.013596992,0,5,-1.424328148,5.180015564,0
2800328,14/12/2019 0:13,VH-VZV,737-800,QFA - 737-800 (1024 wps),YBBN,NWWW,40569599,Idle Thrust Approach,Level 2,Not a False Positive,7167,7206.25,2,1.49E-04,0.003465893,0,30,0.183647752,29.980498,0
2800428,14/12/2019 4:36,VH-VZY,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40569648,Rotation Speed High,Level 2,Not a False Positive,359,379,0,-9.54E-05,0.018510549,0,5,-1.102259159,5.013735488,0
2800253,14/12/2019 1:42,VH-VXR,737-800,QFA - 737-800 (1024 wps),YBTL,YBBN,40569698,Speed Brakes Used During Final Approach,Level 2,Bad Parameter: Bad Sensor on Airplane,5873.5,5893.5,0,-9.54E-05,0.001523466,0,30,4.473305702,30.07818349,1
2800448,14/12/2019 6:02,VH-VZR,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,40569724,Airborne Speed High,Level 2,Not a False Positive,395,415,0,-9.54E-05,0.009988442,0,1,-1.37830174,0.989337715,0
2800261,14/12/2019 0:29,VH-VZZ,737-800,QFA - 737-800 (1024 wps),NZQN,YSSY,40569777,Airborne Speed High,Level 2,Not a False Positive,396,417,0,2.29E-05,0.025553763,0,15,-0.366993845,15.29301198,0
2800314,14/12/2019 2:41,VH-VZO,737-800,QFA - 737-800 (1024 wps),YBHM,YSSY,40569887,Rotation Speed High,Level 2,Not a False Positive,422,442,0,-9.54E-05,0.00798905,0,25,-1.010283589,25.13674418,0
2800354,14/12/2019 2:16,VH-VXK,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40570014,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,536.25,556.25,0,4.41E-04,0.009617583,0,5,-1.37830174,5.132507118,0
2799442,13/12/2019 4:46,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40570281,Stick shaker,Level 2,Not a False Positive,3891,3911,17.5,-9.54E-05,0.007642376,0,0,0.367041558,0,0
2799503,13/12/2019 3:15,VH-XZC,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40570521,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,528.75,548.75,0,-9.54E-05,0.030383623,0,5,-1.930908918,5.090937228,0
2799383,13/12/2019 3:20,VH-VXB,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40570531,Rotation Speed High,Level 2,Not a False Positive,553,573,0,-9.54E-05,0.013924494,0,5,-1.470354557,5.156261341,0
2799383,13/12/2019 3:20,VH-VXB,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40570532,Airborne Speed High,Level 2,Not a False Positive,559,580,0,-1.54E-04,0.017191848,0,5,-1.37830174,5.156261341,0
2799432,13/12/2019 4:28,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40570556,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,4209,4234,7,3.05E-04,0.002855567,0,0,25.5814743,0.019003406,0
2799421,13/12/2019 1:17,VH-XZA,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,40570731,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,613.5,633.5,0,-9.54E-05,0.041809731,0,1,-1.37830174,1.012420556,0
2799142,12/12/2019 22:13,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40570787,Airborne Speed High,Level 2,Not a False Positive,766,786,0,-0.001525879,0.016551302,0,10,-1.286268234,10.12697093,0
2799377,12/12/2019 23:51,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40570801,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,10780,17033.5,0,-2.40E-07,0.008405773,0,0,-1.286268234,0,1
2798571,12/12/2019 8:11,VH-VYI,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40571008,Airborne Speed High,Level 2,Not a False Positive,359,379,7,-0.001525879,0.010813643,0,5,-1.37830174,5.180015564,0
2798457,12/12/2019 5:51,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40571209,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,221.5,241.5,0,-9.54E-05,0.028564388,0,1,0.183647752,1.003406133,0
2798164,12/12/2019 0:23,VH-VXP,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40571504,Airborne Speed High,Level 2,Not a False Positive,318,338,2,-5.96E-06,0.010558239,0,5,-0.826390207,5.156261341,0
2797852,11/12/2019 21:31,VH-VZS,737-800,QFA - 737-800 (1024 wps),YPPH,YCHK,40571659,Climb Speed High,Level 2,Not a False Positive,538,567,2,7.10E-05,0.013544604,0,10,-0.734472454,10.21486155,0
2797852,11/12/2019 21:31,VH-VZS,737-800,QFA - 737-800 (1024 wps),YPPH,YCHK,40571660,Airborne Speed High,Level 2,Not a False Positive,527,548,2,-0.005119891,0.025571422,0,10,-0.734472454,10.21486155,0
2798154,11/12/2019 21:42,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPAD,YPDN,40571664,Airborne Speed High,Level 2,Not a False Positive,439,460,0,5.55E-04,0.0076998,0,1,-1.102259159,0.970334285,0
2798485,12/12/2019 3:41,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40571789,Airborne Speed High,Level 2,Not a False Positive,624,645,0,-1.54E-04,0.01927898,0,1,-0.826390207,1.003406133,0
2797562,11/12/2019 10:48,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBWW,40572036,VFE (Flap Airspeed Limit) Exceedance,Level 2,Not a False Positive,6272,6293,17,5.55E-04,0.005927197,0,30,4.382470131,29.980498,0
2797335,11/12/2019 3:46,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40572073,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,352,372,2,-9.54E-05,0.012712111,0,5,-1.102259159,5.037489711,0
2797339,11/12/2019 6:22,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40572110,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Short-term Data Dropout,463,483,0,23.33297729,0.667206761,0,1,-1.102259159,1.021435028,1
2797351,11/12/2019 6:31,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40572269,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,578.5,598.5,4,-9.54E-05,0.009790063,0,5,-1.37830174,5.156261341,0
2797483,11/12/2019 7:13,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40572315,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,375.75,395.75,0,-9.54E-05,0.013502924,0,1,-1.654518247,0.999981086,0
2797173,11/12/2019 3:23,VH-VXN,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40572423,Airborne Speed High,Level 2,Not a False Positive,273,293,9,6.20E-04,0.012769994,0,5,-1.102259159,4.993988759,0
2796969,10/12/2019 23:12,VH-VXG,737-800,QFA - 737-800 (1024 wps),YPPH,YNWN,40572466,Climb Speed High,Level 2,Not a False Positive,609,632,11,-9.68E-04,0.009382532,0,5,-0.458834648,5.203769787,0
2797135,10/12/2019 23:13,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40573036,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,7515,16260.25,0,-1.77E-06,0.006301072,0,0,-0.458834648,0,1
2796548,10/12/2019 9:10,VH-XZA,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40573095,Airborne Speed High,Level 2,Not a False Positive,745,766,6,5.55E-04,0.005660898,0,5,-1.286268234,5.108752895,0
2796329,10/12/2019 4:08,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40573165,Airborne Speed High,Level 2,Not a False Positive,643,664,0,5.55E-04,0.027381471,0,5,-0.550694644,4.965483691,0
2796386,10/12/2019 3:10,VH-VZC,737-800,QFA - 737-800 (1024 wps),YPDN,YMML,40573263,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,605.75,625.75,0,-9.54E-05,0.029307819,0,1,-1.470354557,1.012420556,0
2796261,10/12/2019 3:11,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40573293,Airborne Speed High,Level 2,Not a False Positive,510,530,6,-9.54E-05,0.014236928,0,5,-0.734472454,5.22752401,0
2796301,10/12/2019 2:55,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40573415,Airborne Speed High,Level 2,Not a False Positive,538,558,3,-9.54E-05,0.034189046,0,10,-1.654518247,10.3613472,0
2796163,10/12/2019 0:51,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40573534,Approach Speed High Below 50 ft AGL (Vref),Level 3,Not a False Positive,4768,4795.25,20,-5.03E-04,0.016887952,0,30,4.5641222,24.68755086,0
2796163,10/12/2019 0:51,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40573536,GPWS: Don't Sink,Level 2,Not a False Positive,4767,4791,20,-3.26E-04,0.012781095,0,30,4.5641222,24.68755086,0
2796053,9/12/2019 23:05,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40573626,Airborne Speed High,Level 2,Not a False Positive,988,1008,0,0.004196167,0.003729032,0,10,-0.091586694,10.0390803,0
2795683,9/12/2019 8:22,VH-VXE,737-800,QFA - 737-800 (1024 wps),YGIA,YPPH,40573829,Climb Speed High,Level 2,Not a False Positive,429,461,0,-0.002046065,0.014539821,0,5,0.458709747,4.965483691,0
2795683,9/12/2019 8:22,VH-VXE,737-800,QFA - 737-800 (1024 wps),YGIA,YPPH,40573830,Rotation Speed High,Level 2,Not a False Positive,419,439,0,-0.001525879,0.018913376,0,5,0.458709747,4.965483691,0
2795683,9/12/2019 8:22,VH-VXE,737-800,QFA - 737-800 (1024 wps),YGIA,YPPH,40573831,Airborne Speed High,Level 3,Not a False Positive,425,446,0,5.55E-04,0.017472074,0,5,0.458709747,4.965483691,0
2795711,9/12/2019 8:37,VH-VZS,737-800,QFA - 737-800 (1024 wps),YGIA,YPPH,40573853,Airborne Speed High,Level 2,Not a False Positive,468,491,0,0.001823611,0.005543468,0,5,-1.37830174,5.132507118,0
2795576,9/12/2019 6:14,VH-VXO,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40574030,Airborne Speed High,Level 2,Not a False Positive,331,351,2,-9.54E-05,0.005609201,0,1,-0.642573953,1.016927768,0
2795366,9/12/2019 2:35,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40574068,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,3058,3083,0,3.05E-04,0.007469845,0,30,4.200743198,30.07818349,0
2795533,9/12/2019 5:24,VH-XZK,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40574097,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1019.75,1039.75,2,-9.54E-05,0.024346558,0,5,-1.424328148,5.180015564,0
2795369,9/12/2019 2:18,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40574156,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,901.75,921.75,12,-9.54E-05,0.003624935,0,5,-1.010283589,5.061244449,0
